CRN,CourseID,num_students
12316,ECON2316,34.0
11673,ECON2560,23.0
17008,EECE3468,33.0
11811,IE4520,12.0
10250,INTB1203,39.0
10214,JRNL3550,17.0
15133,MISM2301,41.0
19496,MKTG3301,13.0
12030,MSCR2160,10.0
10486,NRSG3400,49.0
10700,NRSG4502,41.0
13812,NRSG4604,3.0
12721,PHTH2210,107.0
12721,PHTH2210,107.0
21095,PSYC3508,12.0
21061,PSYC4512,15.0
14573,GAME3400,26.0
13513,INNO2301,37.0
13516,INNO2301,40.0
13510,INNO2301,31.0
13511,INNO2301,40.0
13512,INNO2301,40.0
13519,INNO2301,38.0
13521,INNO2301,39.0
13518,INNO2301,40.0
13514,INNO2301,38.0
13517,INNO2301,40.0
13520,INNO2301,35.0
13515,INNO2301,40.0
14882,INNO2301,39.0
11960,MATH1365,16.0
11959,MATH1365,43.0
11958,MATH1365,48.0
10110,MATH1365,47.0
11956,MATH1365,39.0
10451,MATH1365,33.0
11957,MATH1365,24.0
13366,MATH1365,30.0
10105,ME4570,61.0
10338,ACCT4501,40.0
10339,ACCT4501,29.0
11352,ARTD2370,13.0
17475,ARTH3000,14.0
17477,ARTS2340,11.0
11629,BIOL1107,151.0
10417,BIOL1113,112.0
12243,COMM1112,19.0
12243,COMM1112,19.0
15520,ECON2316,34.0
13193,ECON2316,38.0
12404,ECON2560,25.0
11135,EECE2150,39.0
10738,GRMN1102,6.0
13316,LPSC1101,35.0
10497,MISM2301,42.0
12936,NRSG2350,29.0
20293,NRSG2350,29.0
12076,NRSG2350,26.0
13158,NRSG2350,34.0
10305,PHSC2301,70.0
12193,POLS1150,38.0
21094,PSYC3200,26.0
14458,PSYC4662,15.0
13337,PT1880,12.0
13544,SLPA4500,6.0
