student_id,exam_num,CRN,Course,Day,Block,Room,Capacity,Size,Valid
2517309,1,10972,HSCI1000,Tue,0 (9:00–11:00),BOS-Ryder-452,26,25,True
2517309,2,18623,PHTH1260,Thu,2 (2:00–4:00),BOS-HASTINGS-211,42,41,True
2517309,3,12538,HONR1102,Fri,2 (2:00–4:00),BOS-Ryder-264,16,16,True
2517313,1,10507,MATH1231,Sun,0 (9:00–11:00),BOS-Snell Library-012,36,34,True
2517364,1,15545,ENVR1500,Mon,1 (11:30–1:30),BOS-HASTINGS-201,47,47,True
2517364,2,13488,EEMB1101,Mon,4 (7:00–9:00),BOS-Hayden-222,30,29,True
2517364,3,12529,HONR1102,Wed,1 (11:30–1:30),BOS-Ryder-275,20,19,True
2517364,4,14348,INSC1000,Fri,3 (4:30–6:30),BOS-Ryder-159,36,18,True
2517388,1,10384,ACCT1201,Fri,0 (9:00–11:00),BOS-Ryder-217,42,40,True
2517388,2,11095,BUSN1102,Fri,3 (4:30–6:30),BOS-Ryder-247,36,26,True
2517395,1,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2517593,1,15811,INTB1205,Tue,0 (9:00–11:00),BOS-Snell Library-013,37,37,True
2517593,2,10382,ACCT1201,Fri,2 (2:00–4:00),BOS-Ryder-217,42,42,True
2517593,3,11329,ENGW1111,Sun,0 (9:00–11:00),BOS-Ryder-161,36,19,True
2517623,1,12518,CHEM1151,Mon,3 (4:30–6:30),BOS-Richards-458,117,116,True
2517623,2,10190,CHEM1153,Wed,3 (4:30–6:30),BOS-Hayden-424,36,36,True
2517623,3,11362,ENGW1111,Thu,1 (11:30–1:30),BOS-Ryder-285,20,19,True
2517663,1,13980,ECON1116,Mon,4 (7:00–9:00),BOS-Snell Engineering-108,184,180,True
2517663,2,11449,ECON1126,Tue,4 (7:00–9:00),BOS-HASTINGS-102,42,42,True
2517663,3,10275,INTB1203,Wed,4 (7:00–9:00),BOS-Hayden-424,36,36,True
2517663,4,10384,ACCT1201,Fri,0 (9:00–11:00),BOS-Ryder-217,42,40,True
2517663,5,10021,BUSN1101,Sat,1 (11:30–1:30),BOS-Snell Library-115,36,14,True
2517665,1,12528,HONR1102,Tue,3 (4:30–6:30),BOS-Snell Library-045,12,12,True
2517665,2,15248,BIOL1000,Fri,1 (11:30–1:30),BOS-Forsyth-130,40,39,True
2517678,1,12120,CHEM1151,Wed,2 (2:00–4:00),BOS-INV-022,44,44,True
2517678,2,10474,CHEM1153,Wed,4 (7:00–9:00),BOS-Ryder-217,42,41,True
2517678,3,12185,GE1501,Thu,4 (7:00–9:00),BOS-Snell Library-007,32,32,True
2517678,4,14725,GE1000,Fri,0 (9:00–11:00),BOS-Behrakis Building-307,23,23,True
2517678,5,12531,HONR1102,Sun,4 (7:00–9:00),BOS-Ryder-247,36,18,True
2517691,1,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2517691,2,15245,BIOL1000,Sun,1 (11:30–1:30),BOS-Snell Library-015,38,38,True
2517704,1,15630,POLS1150,Mon,0 (9:00–11:00),BOS-Snell Library-015,38,38,True
2517704,2,14421,ENGW1111,Tue,2 (2:00–4:00),Cullinane-105,19,19,True
2517728,1,12532,HONR1102,Mon,4 (7:00–9:00),BOS-Ryder-283,20,18,True
2517749,1,13050,CHEM1163,Mon,3 (4:30–6:30),BOS-Snell Library-007,32,31,True
2517749,2,15248,BIOL1000,Fri,1 (11:30–1:30),BOS-Forsyth-130,40,39,True
2517749,3,12734,CHEM1161,Sun,1 (11:30–1:30),BOS-Richards-236,149,145,True
2517870,1,11095,BUSN1102,Fri,3 (4:30–6:30),BOS-Ryder-247,36,26,True
2517875,1,12719,CHEM1163,Mon,2 (2:00–4:00),BOS-Hayden-321,32,31,True
2517875,2,13922,BIOL1111,Wed,2 (2:00–4:00),BOS-Richards-236,149,148,True
2517875,3,10738,PHMD1000,Fri,1 (11:30–1:30),BOS-Robinson-411,51,50,True
2517875,4,12734,CHEM1161,Sun,1 (11:30–1:30),BOS-Richards-236,149,145,True
2517882,1,12529,HONR1102,Wed,1 (11:30–1:30),BOS-Ryder-275,20,19,True
2517882,2,17618,BNSC1000,Sat,2 (2:00–4:00),BOS-Churchill-101,166,133,True
2517884,1,14330,CS1802,Tue,1 (11:30–1:30),BOS-Snell Library-013,37,37,True
2517884,2,11411,CS2500,Wed,0 (9:00–11:00),BOS-Richards-300,107,107,True
2517884,3,19559,CS1800,Thu,0 (9:00–11:00),BOS-Richards-236,149,147,True
2517884,4,13034,MATH1365,Fri,1 (11:30–1:30),BOS-Ryder-247,36,35,True
2517892,1,14423,ENGW1111,Tue,4 (7:00–9:00),BOS-Ryder-277,20,19,True
2517942,1,10341,GE1000,Tue,2 (2:00–4:00),BOS-Ryder-452,26,25,True
2517966,1,14398,GE1000,Mon,0 (9:00–11:00),BOS-HASTINGS-112,26,25,True
2517966,2,11357,ENGW1111,Mon,2 (2:00–4:00),BOS-Ryder-283,20,19,True
2517966,3,12493,GE1501,Tue,2 (2:00–4:00),BOS-Hayden-321,32,32,True
2517966,4,12119,CHEM1151,Fri,4 (7:00–9:00),BOS-Richards-458,117,116,True
2517966,5,11092,CHEM1153,Sat,4 (7:00–9:00),BOS-Forsyth-130,40,40,True
2518076,1,10314,CS1800,Sat,4 (7:00–9:00),BOS-ISEC-102,275,269,True
2518076,2,11115,ACCT1201,Sun,0 (9:00–11:00),BOS-Ryder-159,36,36,True
2518118,1,11194,CS2500,Mon,2 (2:00–4:00),BOS-Behrakis Building-310,103,102,True
2518118,2,16104,CS1802,Tue,1 (11:30–1:30),BOS-Ryder-452,26,26,True
2518118,3,11769,CS1800,Fri,3 (4:30–6:30),BOS-Richards-236,149,126,True
2518118,4,11361,ENGW1111,Sat,1 (11:30–1:30),BOS-Ryder-161,36,19,True
2518119,1,14260,HONR1102,Mon,1 (11:30–1:30),BOS-Ryder-285,20,18,True
2518119,2,15618,BIOC1000,Wed,1 (11:30–1:30),BOS-Dodge-119,63,63,True
2518119,3,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2518119,4,11783,PSYC1250,Sat,2 (2:00–4:00),BOS-Knowles-010,75,75,True
2518132,1,13980,ECON1116,Mon,4 (7:00–9:00),BOS-Snell Engineering-108,184,180,True
2518132,2,11449,ECON1126,Tue,4 (7:00–9:00),BOS-HASTINGS-102,42,42,True
2518132,3,10275,INTB1203,Wed,4 (7:00–9:00),BOS-Hayden-424,36,36,True
2518132,4,10384,ACCT1201,Fri,0 (9:00–11:00),BOS-Ryder-217,42,40,True
2518149,1,14712,GE1000,Mon,0 (9:00–11:00),BOS-Ryder-452,26,25,True
2518149,2,12176,GE1501,Wed,1 (11:30–1:30),BOS-Hayden-321,32,32,True
2518149,3,12121,CHEM1153,Wed,3 (4:30–6:30),BOS-Forsyth-235,39,39,True
2518149,4,15817,ENGW1111,Thu,0 (9:00–11:00),BOS-Ryder-291,20,19,True
2518149,5,10214,CHEM1151,Sat,2 (2:00–4:00),BOS-Richards-236,149,122,True
2518154,1,10234,MATH1231,Wed,2 (2:00–4:00),BOS-Snell Library-017,35,35,True
2518154,2,10303,COMM1112,Fri,0 (9:00–11:00),BOS-Ryder-283,20,18,True
2518218,1,12540,ECON1115,Mon,3 (4:30–6:30),BOS-West Village-020F,257,218,True
2518218,2,10382,ACCT1201,Fri,2 (2:00–4:00),BOS-Ryder-217,42,42,True
2518250,1,12540,ECON1115,Mon,3 (4:30–6:30),BOS-West Village-020F,257,218,True
2518250,2,12213,INTB1203,Tue,1 (11:30–1:30),BOS-Forsyth-237,39,39,True
2518250,3,19086,BUSN1102,Wed,0 (9:00–11:00),BOS-Richards-241,27,27,True
2518250,4,16424,ACCT1201,Thu,4 (7:00–9:00),BOS-Forsyth-129,38,37,True
2518250,5,10343,MATH1231,Fri,2 (2:00–4:00),BOS-Dodge-130,48,47,True
2518250,6,11059,ECON1125,Sun,0 (9:00–11:00),BOS-Ryder-431,36,28,True
2518269,1,11516,ENGW1111,Wed,3 (4:30–6:30),BOS-Ryder-277,20,19,True
2518269,2,13032,MATH1365,Sun,1 (11:30–1:30),BOS-HASTINGS-204,25,25,True
2518290,1,14327,CS1802,Tue,0 (9:00–11:00),BOS-Ryder-285,20,19,True
2518290,2,10786,CS2500,Wed,1 (11:30–1:30),BOS-Dodge-050,82,80,True
2518290,3,11122,MATH1341,Fri,0 (9:00–11:00),BOS-Forsyth-235,39,39,True
2518290,4,10314,CS1800,Sat,4 (7:00–9:00),BOS-ISEC-102,275,269,True
2518308,1,10339,GE1000,Wed,2 (2:00–4:00),BOS-Ryder-452,26,25,True
2518308,2,12183,GE1501,Fri,1 (11:30–1:30),BOS-Ell-410,36,30,True
2518334,1,10786,CS2500,Wed,1 (11:30–1:30),BOS-Dodge-050,82,80,True
2518334,2,14424,ENGW1111,Wed,3 (4:30–6:30),BOS-Ryder-291,20,19,True
2518334,3,19559,CS1800,Thu,0 (9:00–11:00),BOS-Richards-236,149,147,True
2518334,4,16086,CS1802,Thu,4 (7:00–9:00),BOS-Hayden-424,36,36,True
2518382,1,15244,BIOL1000,Wed,2 (2:00–4:00),BOS-Snell Library-007,32,31,True
2518382,2,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2518403,1,11063,PHYS1163,Mon,0 (9:00–11:00),BOS-HASTINGS-207,29,29,True
2518403,2,14366,INSC1000,Tue,0 (9:00–11:00),BOS-Ryder-277,20,8,True
2518403,3,14239,MUSC1905,Thu,4 (7:00–9:00),BOS-West Village -108H,68,68,True
2518403,4,12524,HONR1102,Sat,4 (7:00–9:00),BOS-Ryder-161,36,17,True
2518433,1,10382,ACCT1201,Fri,2 (2:00–4:00),BOS-Ryder-217,42,42,True
2518461,1,17255,CHEM1000,Thu,2 (2:00–4:00),BOS-Hayden-424,36,36,True
2518474,1,11326,ENGW1111,Tue,4 (7:00–9:00),BOS-Ryder-291,20,19,True
2518474,2,10738,PHMD1000,Fri,1 (11:30–1:30),BOS-Robinson-411,51,50,True
2518511,1,15605,ARCH1110,Tue,0 (9:00–11:00),BOS-Snell Library-031,54,54,True
2518511,2,10749,ARCH1000,Tue,4 (7:00–9:00),BOS-Dodge-150,48,48,True
2518511,3,10295,ARCH1310,Fri,4 (7:00–9:00),BOS-INV-019,97,84,True
2518511,4,15610,ARCH1120,Sun,4 (7:00–9:00),BOS-Snell Library-115,36,12,True
2518522,1,11349,ENGW1111,Tue,1 (11:30–1:30),BOS-Ryder-285,20,19,True
2518522,2,13369,ECON1115,Wed,1 (11:30–1:30),BOS-EXP-310,45,45,True
2518522,3,21565,MATH1231,Sat,1 (11:30–1:30),BOS-Snell Library-012,36,26,True
2518536,1,10496,CHEM1151,Sat,1 (11:30–1:30),BOS-Richards-300,107,104,True
2518536,2,13479,GE1000,Sat,4 (7:00–9:00),BOS-Ell-410,36,25,True
2518640,1,15812,INTB1205,Tue,0 (9:00–11:00),BOS-HASTINGS-210,43,43,True
2518644,1,15244,BIOL1000,Wed,2 (2:00–4:00),BOS-Snell Library-007,32,31,True
2518644,2,12735,CHEM1161,Fri,3 (4:30–6:30),BOS-Hurtig-129,103,101,True
2518644,3,14809,CHEM1163,Sun,2 (2:00–4:00),BOS-Ryder-161,36,21,True
2518649,1,16609,ACCT1201,Mon,0 (9:00–11:00),BOS-Snell Library-017,35,35,True
2518649,2,15818,INTB1205,Tue,1 (11:30–1:30),BOS-HASTINGS-210,43,43,True
2518649,3,17036,INNO2301,Fri,0 (9:00–11:00),BOS-Ryder-429,42,40,True
2518649,4,11322,ENGW1111,Fri,4 (7:00–9:00),BOS-Forsyth-236,36,19,True
2518649,5,15778,BUSN1102,Sun,4 (7:00–9:00),BOS-Ryder-159,36,24,True
2518715,1,12894,CHEM1153,Fri,2 (2:00–4:00),BOS-Forsyth-235,39,39,True
2518715,2,12119,CHEM1151,Fri,4 (7:00–9:00),BOS-Richards-458,117,116,True
2518715,3,12178,GE1501,Sat,0 (9:00–11:00),BOS-Ryder-431,36,25,True
2518729,1,12718,CHEM1163,Mon,2 (2:00–4:00),BOS-Kariotis-302,30,30,True
2518729,2,13922,BIOL1111,Wed,2 (2:00–4:00),BOS-Richards-236,149,148,True
2518729,3,10738,PHMD1000,Fri,1 (11:30–1:30),BOS-Robinson-411,51,50,True
2518729,4,12734,CHEM1161,Sun,1 (11:30–1:30),BOS-Richards-236,149,145,True
2518737,1,11194,CS2500,Mon,2 (2:00–4:00),BOS-Behrakis Building-310,103,102,True
2518737,2,11338,ENGW1111,Wed,3 (4:30–6:30),BOS-Ryder-275,20,19,True
2518737,3,19559,CS1800,Thu,0 (9:00–11:00),BOS-Richards-236,149,147,True
2518737,4,13573,CS1802,Fri,0 (9:00–11:00),BOS-Ryder-157,33,32,True
2518737,5,14696,GAME1110,Sat,3 (4:30–6:30),BOS-Dodge-130,48,48,True
2518766,1,14398,GE1000,Mon,0 (9:00–11:00),BOS-HASTINGS-112,26,25,True
2518766,2,12411,MUSC1920,Mon,4 (7:00–9:00),BOS-Richards-236,149,144,True
2518766,3,12493,GE1501,Tue,2 (2:00–4:00),BOS-Hayden-321,32,32,True
2518766,4,12119,CHEM1151,Fri,4 (7:00–9:00),BOS-Richards-458,117,116,True
2518766,5,11092,CHEM1153,Sat,4 (7:00–9:00),BOS-Forsyth-130,40,40,True
2518774,1,14992,CHEM1163,Mon,2 (2:00–4:00),BOS-Ryder-277,20,14,True
2518774,2,12517,MATH1341,Tue,3 (4:30–6:30),BOS-Kariotis-011,51,49,True
2518774,3,12735,CHEM1161,Fri,3 (4:30–6:30),BOS-Hurtig-129,103,101,True
2518806,1,12535,HONR1102,Mon,4 (7:00–9:00),BOS-Ryder-277,20,19,True
2518806,2,12351,PSYC1101,Tue,0 (9:00–11:00),BOS-Ryder-275,20,19,True
2518806,3,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2518806,4,17618,BNSC1000,Sat,2 (2:00–4:00),BOS-Churchill-101,166,133,True
2518903,1,13952,CHEM1163,Thu,0 (9:00–11:00),BOS-Snell Library-017,35,35,True
2518903,2,10418,PSYC1101,Fri,1 (11:30–1:30),BOS-Robinson-107,74,74,True
2518903,3,17618,BNSC1000,Sat,2 (2:00–4:00),BOS-Churchill-101,166,133,True
2518903,4,12734,CHEM1161,Sun,1 (11:30–1:30),BOS-Richards-236,149,145,True
2518929,1,13980,ECON1116,Mon,4 (7:00–9:00),BOS-Snell Engineering-108,184,180,True
2518929,2,11449,ECON1126,Tue,4 (7:00–9:00),BOS-HASTINGS-102,42,42,True
2518929,3,10275,INTB1203,Wed,4 (7:00–9:00),BOS-Hayden-424,36,36,True
2518929,4,10384,ACCT1201,Fri,0 (9:00–11:00),BOS-Ryder-217,42,40,True
2518929,5,10021,BUSN1101,Sat,1 (11:30–1:30),BOS-Snell Library-115,36,14,True
2518986,1,10028,MATH1215,Mon,4 (7:00–9:00),BOS-Forsyth-237,39,39,True
2518986,2,10216,CHEM1103,Tue,1 (11:30–1:30),BOS-Snell Library-015,38,38,True
2518986,3,14635,NRSG1000,Thu,0 (9:00–11:00),BOS-Ryder-217,42,42,True
2518986,4,13504,BIOL2217,Thu,3 (4:30–6:30),BOS-Churchill-103,166,161,True
2518986,5,14711,CHEM1101,Sat,1 (11:30–1:30),BOS-Dodge-050,82,82,True
2519018,1,12719,CHEM1163,Mon,2 (2:00–4:00),BOS-Hayden-321,32,31,True
2519018,2,11326,ENGW1111,Tue,4 (7:00–9:00),BOS-Ryder-291,20,19,True
2519018,3,13922,BIOL1111,Wed,2 (2:00–4:00),BOS-Richards-236,149,148,True
2519018,4,10738,PHMD1000,Fri,1 (11:30–1:30),BOS-Robinson-411,51,50,True
2519018,5,12734,CHEM1161,Sun,1 (11:30–1:30),BOS-Richards-236,149,145,True
2519024,1,11349,ENGW1111,Tue,1 (11:30–1:30),BOS-Ryder-285,20,19,True
2519024,2,21565,MATH1231,Sat,1 (11:30–1:30),BOS-Snell Library-012,36,26,True
2519030,1,12540,ECON1115,Mon,3 (4:30–6:30),BOS-West Village-020F,257,218,True
2519030,2,12213,INTB1203,Tue,1 (11:30–1:30),BOS-Forsyth-237,39,39,True
2519030,3,19086,BUSN1102,Wed,0 (9:00–11:00),BOS-Richards-241,27,27,True
2519030,4,16424,ACCT1201,Thu,4 (7:00–9:00),BOS-Forsyth-129,38,37,True
2519030,5,10343,MATH1231,Fri,2 (2:00–4:00),BOS-Dodge-130,48,47,True
2519030,6,11059,ECON1125,Sun,0 (9:00–11:00),BOS-Ryder-431,36,28,True
2519038,1,12411,MUSC1920,Mon,4 (7:00–9:00),BOS-Richards-236,149,144,True
2519038,2,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2519038,3,12735,CHEM1161,Fri,3 (4:30–6:30),BOS-Hurtig-129,103,101,True
2519038,4,17618,BNSC1000,Sat,2 (2:00–4:00),BOS-Churchill-101,166,133,True
2519070,1,14720,GE1000,Mon,0 (9:00–11:00),BOS-Ryder-202,17,17,True
2519070,2,12493,GE1501,Tue,2 (2:00–4:00),BOS-Hayden-321,32,32,True
2519070,3,12119,CHEM1151,Fri,4 (7:00–9:00),BOS-Richards-458,117,116,True
2519070,4,11092,CHEM1153,Sat,4 (7:00–9:00),BOS-Forsyth-130,40,40,True
2519073,1,14783,CHEM1161,Mon,1 (11:30–1:30),BOS-West Village -108G,73,73,True
2519073,2,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2519073,3,15249,BIOL1000,Thu,3 (4:30–6:30),BOS-Forsyth-129,38,38,True
2519073,4,14933,CHEM1163,Sat,1 (11:30–1:30),BOS-Forsyth-130,40,40,True
2519091,1,11194,CS2500,Mon,2 (2:00–4:00),BOS-Behrakis Building-310,103,102,True
2519091,2,19559,CS1800,Thu,0 (9:00–11:00),BOS-Richards-236,149,147,True
2519091,3,13573,CS1802,Fri,0 (9:00–11:00),BOS-Ryder-157,33,32,True
2519091,4,14696,GAME1110,Sat,3 (4:30–6:30),BOS-Dodge-130,48,48,True
2519243,1,12529,HONR1102,Wed,1 (11:30–1:30),BOS-Ryder-275,20,19,True
2519243,2,17618,BNSC1000,Sat,2 (2:00–4:00),BOS-Churchill-101,166,133,True
2519255,1,11411,CS2500,Wed,0 (9:00–11:00),BOS-Richards-300,107,107,True
2519255,2,11842,ACCT1201,Thu,2 (2:00–4:00),BOS-Ryder-217,42,42,True
2519256,1,10802,MATH1215,Mon,3 (4:30–6:30),BOS-Richards-233,35,35,True
2519256,2,14814,CHEM1103,Wed,4 (7:00–9:00),BOS-Hayden-321,32,31,True
2519256,3,10742,NRSG1000,Thu,0 (9:00–11:00),JDOAAI - Classroom - 118,22,22,True
2519256,4,13504,BIOL2217,Thu,3 (4:30–6:30),BOS-Churchill-103,166,161,True
2519256,5,14378,HSCI1105,Fri,4 (7:00–9:00),BOS-Dodge-130,48,48,True
2519256,6,14711,CHEM1101,Sat,1 (11:30–1:30),BOS-Dodge-050,82,82,True
2519260,1,12540,ECON1115,Mon,3 (4:30–6:30),BOS-West Village-020F,257,218,True
2519260,2,11058,ECON1125,Thu,3 (4:30–6:30),BOS-HASTINGS-112,26,26,True
2519260,3,11583,ACCT1201,Sun,1 (11:30–1:30),BOS-Ryder-247,36,28,True
2519266,1,12457,PSYC1101,Tue,2 (2:00–4:00),BOS-Shillman-320,76,75,True
2519266,2,13953,CHEM1163,Wed,0 (9:00–11:00),BOS-HASTINGS-105,23,23,True
2519266,3,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2519266,4,12735,CHEM1161,Fri,3 (4:30–6:30),BOS-Hurtig-129,103,101,True
2519271,1,10024,MATH1241,Tue,2 (2:00–4:00),BOS-Kariotis-011,51,49,True
2519271,2,11342,ENGW1111,Wed,0 (9:00–11:00),BOS-Ryder-277,20,19,True
2519271,3,12513,HSCI1000,Fri,4 (7:00–9:00),BOS-Ryder-247,36,24,True
2519271,4,12389,BIOL1111,Sun,2 (2:00–4:00),BOS-Snell Engineering-108,184,176,True
2519271,5,13732,PHTH1260,Sun,4 (7:00–9:00),BOS-Kariotis-110,40,40,True
2519321,1,12123,ENGW1111,Tue,0 (9:00–11:00),BOS-Ryder-291,20,19,True
2519321,2,10354,MATH1341,Wed,0 (9:00–11:00),BOS-Dodge-130,48,48,True
2519321,3,17255,CHEM1000,Thu,2 (2:00–4:00),BOS-Hayden-424,36,36,True
2519324,1,10354,MATH1341,Wed,0 (9:00–11:00),BOS-Dodge-130,48,48,True
2519324,2,17255,CHEM1000,Thu,2 (2:00–4:00),BOS-Hayden-424,36,36,True
2519339,1,14720,GE1000,Mon,0 (9:00–11:00),BOS-Ryder-202,17,17,True
2519339,2,13929,GE1501,Sun,2 (2:00–4:00),BOS-Ryder-247,36,31,True
2519355,1,14328,CS1802,Mon,0 (9:00–11:00),BOS-Ryder-285,20,20,True
2519355,2,19559,CS1800,Thu,0 (9:00–11:00),BOS-Richards-236,149,147,True
2519370,1,10354,MATH1341,Wed,0 (9:00–11:00),BOS-Dodge-130,48,48,True
2519370,2,15354,CHEM1163,Sat,1 (11:30–1:30),BOS-Dodge-140,36,14,True
2519379,1,10275,INTB1203,Wed,4 (7:00–9:00),BOS-Hayden-424,36,36,True
2519379,2,10384,ACCT1201,Fri,0 (9:00–11:00),BOS-Ryder-217,42,40,True
2519379,3,10021,BUSN1101,Sat,1 (11:30–1:30),BOS-Snell Library-115,36,14,True
2519406,1,15545,ENVR1500,Mon,1 (11:30–1:30),BOS-HASTINGS-201,47,47,True
2519406,2,14358,INSC1000,Thu,0 (9:00–11:00),BOS-Ryder-283,20,14,True
2519469,1,11333,ENGW1111,Wed,2 (2:00–4:00),BOS-Ryder-291,20,19,True
2519469,2,12184,GE1501,Wed,4 (7:00–9:00),BOS-Kariotis-302,30,30,True
2519469,3,10208,CHEM1153,Thu,1 (11:30–1:30),BOS-Forsyth-129,38,38,True
2519469,4,10496,CHEM1151,Sat,1 (11:30–1:30),BOS-Richards-300,107,104,True
2519469,5,10010,GE1000,Sun,0 (9:00–11:00),BOS-Dodge-140,36,24,True
2519477,1,10790,CHEM1153,Mon,0 (9:00–11:00),BOS-HASTINGS-102,42,42,True
2519477,2,11319,ENGW1111,Mon,2 (2:00–4:00),BOS-Ryder-285,20,19,True
2519477,3,10214,CHEM1151,Sat,2 (2:00–4:00),BOS-Richards-236,149,122,True
2519477,4,13929,GE1501,Sun,2 (2:00–4:00),BOS-Ryder-247,36,31,True
2519500,1,15605,ARCH1110,Tue,0 (9:00–11:00),BOS-Snell Library-031,54,54,True
2519500,2,10749,ARCH1000,Tue,4 (7:00–9:00),BOS-Dodge-150,48,48,True
2519500,3,13997,ARCH1311,Wed,2 (2:00–4:00),BOS-Ryder-285,20,13,True
2519500,4,19297,ARCH1120,Thu,0 (9:00–11:00),BOS-Ryder-293,20,12,True
2519500,5,10295,ARCH1310,Fri,4 (7:00–9:00),BOS-INV-019,97,84,True
2519558,1,13952,CHEM1163,Thu,0 (9:00–11:00),BOS-Snell Library-017,35,35,True
2519558,2,17618,BNSC1000,Sat,2 (2:00–4:00),BOS-Churchill-101,166,133,True
2519558,3,12734,CHEM1161,Sun,1 (11:30–1:30),BOS-Richards-236,149,145,True
2519618,1,15545,ENVR1500,Mon,1 (11:30–1:30),BOS-HASTINGS-201,47,47,True
2519618,2,13488,EEMB1101,Mon,4 (7:00–9:00),BOS-Hayden-222,30,29,True
2519659,1,10023,POLS1000,Tue,2 (2:00–4:00),BOS-INV-019,97,95,True
2519659,2,20479,INTL1101,Wed,0 (9:00–11:00),BOS-EXP-310,45,45,True
2519659,3,12524,HONR1102,Sat,4 (7:00–9:00),BOS-Ryder-161,36,17,True
2519668,1,12523,HONR1102,Mon,1 (11:30–1:30),BOS-Ryder-283,20,19,True
2519668,2,10234,MATH1231,Wed,2 (2:00–4:00),BOS-Snell Library-017,35,35,True
2519668,3,10408,ECON1000,Thu,1 (11:30–1:30),BOS-East Village -024,82,82,True
2519690,1,13980,ECON1116,Mon,4 (7:00–9:00),BOS-Snell Engineering-108,184,180,True
2519690,2,11449,ECON1126,Tue,4 (7:00–9:00),BOS-HASTINGS-102,42,42,True
2519690,3,10021,BUSN1101,Sat,1 (11:30–1:30),BOS-Snell Library-115,36,14,True
2519728,1,14349,INSC1000,Mon,1 (11:30–1:30),BOS-Ryder-202,17,17,True
2519728,2,18825,ENGW1111,Tue,0 (9:00–11:00),BOS-Ryder-283,20,19,True
2519728,3,16428,MATH1215,Tue,2 (2:00–4:00),BOS-EXP-310,45,45,True
2519728,4,10418,PSYC1101,Fri,1 (11:30–1:30),BOS-Robinson-107,74,74,True
2519759,1,10219,COMM1101,Mon,1 (11:30–1:30),BOS-West Village-020F,257,247,True
2519786,1,14328,CS1802,Mon,0 (9:00–11:00),BOS-Ryder-285,20,20,True
2519786,2,11336,ENGW1111,Wed,3 (4:30–6:30),BOS-Ryder-285,20,18,True
2519786,3,19559,CS1800,Thu,0 (9:00–11:00),BOS-Richards-236,149,147,True
2519786,4,11842,ACCT1201,Thu,2 (2:00–4:00),BOS-Ryder-217,42,42,True
2519786,5,11412,CS2500,Sat,0 (9:00–11:00),BOS-Dodge-050,82,82,True
2519787,1,20479,INTL1101,Wed,0 (9:00–11:00),BOS-EXP-310,45,45,True
2519796,1,11317,ENGW1111,Wed,0 (9:00–11:00),BOS-Ryder-283,20,18,True
2519799,1,14260,HONR1102,Mon,1 (11:30–1:30),BOS-Ryder-285,20,18,True
2519799,2,12120,CHEM1151,Wed,2 (2:00–4:00),BOS-INV-022,44,44,True
2519799,3,10474,CHEM1153,Wed,4 (7:00–9:00),BOS-Ryder-217,42,41,True
2519799,4,10015,GE1000,Sat,3 (4:30–6:30),BOS-Ryder-247,36,25,True
2519815,1,14783,CHEM1161,Mon,1 (11:30–1:30),BOS-West Village -108G,73,73,True
2519815,2,15059,CHEM1163,Thu,4 (7:00–9:00),BOS-Ryder-158,27,27,True
2519815,3,15245,BIOL1000,Sun,1 (11:30–1:30),BOS-Snell Library-015,38,38,True
2519820,1,21359,ARTF1220,Tue,4 (7:00–9:00),BOS-Ryder-275,20,14,True
2519820,2,16086,CS1802,Thu,4 (7:00–9:00),BOS-Hayden-424,36,36,True
2519888,1,14349,INSC1000,Mon,1 (11:30–1:30),BOS-Ryder-202,17,17,True
2519904,1,11517,ENGW1111,Mon,2 (2:00–4:00),BOS-Ryder-275,20,19,True
2519904,2,11412,CS2500,Sat,0 (9:00–11:00),BOS-Dodge-050,82,82,True
2519906,1,13921,CHEM1161,Mon,0 (9:00–11:00),BOS-Richards-241,27,27,True
2519906,2,12715,CHEM1163,Tue,1 (11:30–1:30),BOS-Ryder-283,20,10,True
2519906,3,15618,BIOC1000,Wed,1 (11:30–1:30),BOS-Dodge-119,63,63,True
2519906,4,12388,BIOL1107,Wed,4 (7:00–9:00),BOS-Richards-236,149,147,True
2519916,1,14349,INSC1000,Mon,1 (11:30–1:30),BOS-Ryder-202,17,17,True
2519916,2,10418,PSYC1101,Fri,1 (11:30–1:30),BOS-Robinson-107,74,74,True
2519945,1,12535,HONR1102,Mon,4 (7:00–9:00),BOS-Ryder-277,20,19,True
2519977,1,12117,ECON1126,Thu,0 (9:00–11:00),BOS-Richards-325,36,36,True
2519977,2,15845,INTB1203,Fri,3 (4:30–6:30),BOS-Forsyth-130,40,40,True
2519977,3,11096,BUSN1102,Sat,0 (9:00–11:00),BOS-Snell Library-012,36,25,True
2519977,4,13958,ECON1116,Sun,0 (9:00–11:00),BOS-Snell Engineering-108,184,181,True
2519983,1,13030,MATH1365,Tue,0 (9:00–11:00),BOS-Snell Library-123,40,40,True
